"","Time","Sl_No.","UPI_Beneficiary_Bank","Total_Volume","Approved_Amt","BD_Amt","TD_Amt","DeemedApproved_Amt"
"849","""Dec 22""",49,"Baroda Rajasthan Kshetriya Gramin Bank",4.41,4.195233,0.105399,0.099666,0.009702
"850","""Dec 22""",50,"Karnataka Vikas Grameena Bank",4.01,3.90574,0,0.087819,0.009223
"851","""Jan 23""",1,"Paytm Payments Bank",1765.87,1761.102151,4.238088,0.353174,0.176587
"852","""Jan 23""",2,"Yes Bank Ltd",1463.71,1460.928951,1.170968,1.610081,0.292742
"853","""Jan 23""",3,"State Bank Of India",931.08,917.300016,2.048376,10.148772,1.582836
"854","""Jan 23""",4,"Axis Bank Ltd",557.09,556.087238,0.612799,0.278545,0.111418
"855","""Jan 23""",5,"Icici Bank",554.66,548.669672,1.885844,3.771688,0.27733
"856","""Jan 23""",6,"Hdfc Bank Ltd",401.11,397.700565,2.366549,0.80222,0.240666
"857","""Jan 23""",7,"Bank Of Baroda",247.34,244.594526,0.692552,1.11303,0.915158
"858","""Jan 23""",8,"Union Bank Of India",241.58,240.299626,0.579792,0.48316,0.217422
"859","""Jan 23""",9,"Canara Bank",186.89,185.712593,0.598048,0.411158,0.168201
"860","""Jan 23""",10,"Federal Bank",178.23,177.730956,0.481221,0.017823,0
"861","""Jan 23""",11,"Punjab National Bank",176.63,173.821583,0.830161,1.642659,0.35326
"862","""Jan 23""",12,"Kotak Mahindra Bank",170.88,168.897792,0.8544,0.615168,0.51264
"863","""Jan 23""",13,"Bank Of India",138.67,137.588374,0.346675,0.568547,0.152537
"864","""Jan 23""",14,"Airtel Payments Bank",108.8,107.4944,0.4896,0.4896,0.3264
"865","""Jan 23""",15,"Indian Bank",104.4,103.4604,0.30276,0.4698,0.17748
"866","""Jan 23""",16,"Indusind Bank",69.86,69.308106,0.216566,0.293412,0.041916
"867","""Jan 23""",17,"India Post Payment Bank",67.23,59.350644,0.934497,6.675939,0.26892
"868","""Jan 23""",18,"Central Bank Of India",65.86,64.858928,0.388574,0.316128,0.29637
"869","""Jan 23""",19,"Indian Overseas Bank",53.55,53.159085,0.12852,0.14994,0.112455
"870","""Jan 23""",20,"Idbi Bank Limited",50.98,50.149026,0.198822,0.499604,0.137646
"871","""Jan 23""",21,"Idfc First Bank",49.12,47.892,0.628736,0.46664,0.132624
"872","""Jan 23""",22,"Uco Bank",47.69,46.912653,0.362444,0.343368,0.071535
"873","""Jan 23""",23,"Bank Of Maharashtra",40.78,39.776812,0.126418,0.799288,0.077482
"874","""Jan 23""",24,"Karnataka Bank",32.13,31.204656,0.231336,0.671517,0.022491
"875","""Jan 23""",25,"Karur Vysya Bank",25.9,25.641,0.12173,0.11137,0.0259
"876","""Jan 23""",26,"Fino Payments Bank",23.15,21.69155,0.45374,0.79173,0.21298
"877","""Jan 23""",27,"South Indian Bank",22.95,22.791645,0.107865,0.043605,0.006885
"878","""Jan 23""",28,"Bandhan Bank",21.74,20.483428,0.104352,1.080478,0.071742
"879","""Jan 23""",29,"Au Small Finance Bank",16.74,16.443702,0.279558,0.01674,0.001674
"880","""Jan 23""",30,"City Union Bank",13.81,13.627708,0.099432,0.071812,0.011048
"881","""Jan 23""",31,"Tamilnad Mercantile Bank",13.05,12.71331,0.10962,0.20358,0.02349
"882","""Jan 23""",32,"Citibank",12.32,12.29536,0,0.007392,0.017248
"883","""Jan 23""",33,"Ujjivan Small Finance Bank",12.16,11.581184,0.03648,0.487616,0.05472
"884","""Jan 23""",34,"Equitas Small Finance Bank",11.81,11.270283,0.28344,0.232657,0.02362
"885","""Jan 23""",35,"Punjab And Sind Bank",9.2,9.11352,0.01932,0.05244,0.01472
"886","""Jan 23""",36,"Kerala Gramin Bank",9.19,9.092586,0.043193,0.02757,0.025732
"887","""Jan 23""",37,"Pragathi Krishna Gramin Bank",9.08,8.992832,0.03632,0.026332,0.025424
"888","""Jan 23""",38,"Jammu And Kashmir Bank",8.93,8.821054,0.046436,0.058938,0.003572
"889","""Jan 23""",39,"Dbs Bank India Limited",8.93,8.782655,0.133057,0.002679,0.011609
"890","""Jan 23""",40,"Andhra Pradesh Grameena Vikas Bank",8.77,8.548119,0.010524,0.172769,0.037711
"891","""Jan 23""",41,"Maharashtra Gramin Bank",7.54,7.325864,0.048256,0.134966,0.03016
"892","""Jan 23""",42,"Esaf Small Finance Bank Ltd.",7.13,7.064404,0.013547,0.049197,0.002852
"893","""Jan 23""",43,"Rbl Bank",6.98,6.821554,0.092834,0.054444,0.011168
"894","""Jan 23""",44,"Rajasthan Marudhara Gramin Bank",6.82,6.546518,0.026598,0.220286,0.02728
"895","""Jan 23""",45,"Baroda Up Gramin Bank",6.53,5.794069,0.146925,0.533501,0.054852
"896","""Jan 23""",46,"Saraswat Bank",6.22,6.177082,0.014306,0.024258,0.004976
"897","""Jan 23""",47,"Andhra Pragathi Grameena Bank",5.78,5.620472,0.032368,0.122536,0.004624
"898","""Jan 23""",48,"Sarva Haryana Gramin Bank",5.07,4.576689,0.033969,0.445653,0.013689
"899","""Jan 23""",49,"Baroda Rajasthan Kshetriya Gramin Bank",4.64,4.17832,0.10672,0.317376,0.037584
"900","""Jan 23""",50,"Karnataka Vikas Grameena Bank",3.98,3.9203,0.009552,0.04378,0.00597
"901","""Feb 23""",1,"Paytm Payments Bank",1657.41,1653.432216,3.480561,0.331482,0.165741
"902","""Feb 23""",2,"Yes Bank Ltd",1186.1,1184.32085,1.30471,0.35583,0.11861
"903","""Feb 23""",3,"State Bank Of India",855.15,821.029515,2.22339,29.0751,2.821995
"904","""Feb 23""",4,"Icici Bank",528.24,525.86292,1.58472,0.581064,0.211296
"905","""Feb 23""",5,"Axis Bank Ltd",516.94,516.061202,0.723716,0.051694,0.103388
"906","""Feb 23""",6,"Hdfc Bank Ltd",379.92,376.842648,2.393496,0.341928,0.341928
"907","""Feb 23""",7,"Bank Of Baroda",236.71,233.112008,0.970511,2.248745,0.378736
"908","""Feb 23""",8,"Union Bank Of India",227.08,224.309624,0.522284,1.498728,0.749364
"909","""Feb 23""",9,"Canara Bank",176.74,175.520494,0,1.007418,0.212088
"910","""Feb 23""",10,"Punjab National Bank",171.55,170.160445,0.75482,0.30879,0.30879
"911","""Feb 23""",11,"Federal Bank",168.8,167.85472,0.52328,0.38824,0.03376
"912","""Feb 23""",12,"Kotak Mahindra Bank",162.23,159.536982,0.924711,0.794927,0.97338
"913","""Feb 23""",13,"Bank Of India",129.73,129.016485,0.376217,0.233514,0.103784
"914","""Feb 23""",14,"Airtel Payments Bank",100.18,98.907714,0.270486,0.761368,0.25045
"915","""Feb 23""",15,"Indian Bank",99.83,98.102941,0.389337,1.058198,0.279524
"916","""Feb 23""",16,"Indusind Bank",69.51,69.16245,0.173775,0.104265,0.076461
"917","""Feb 23""",17,"Central Bank Of India",62.78,61.693906,0.452016,0.389236,0.244842
"918","""Feb 23""",18,"India Post Payment Bank",58.5,49.48515,0.8658,6.903,1.23435
"919","""Feb 23""",19,"Indian Overseas Bank",50.96,50.700104,0.1274,0.05096,0.081536
"920","""Feb 23""",20,"Idbi Bank Limited",47.42,46.647054,0.21339,0.493168,0.066388
"921","""Feb 23""",21,"Idfc First Bank",45.95,42.931085,0.8271,1.870165,0.32165
"922","""Feb 23""",22,"Uco Bank",44.98,44.354778,0.319358,0.265382,0.035984
"923","""Feb 23""",23,"Bank Of Maharashtra",37.78,37.349308,0.11334,0.24557,0.07556
"924","""Feb 23""",24,"Karnataka Bank",29.54,28.547456,0.259952,0.670558,0.062034
"925","""Feb 23""",25,"Karur Vysya Bank",24.17,23.824369,0.132935,0.174024,0.041089
"926","""Feb 23""",26,"Fino Payments Bank",21.97,20.225582,0.435006,0.986453,0.322959
"927","""Feb 23""",27,"South Indian Bank",21.6,21.39696,0.05616,0.12096,0.02592
"928","""Feb 23""",28,"Bandhan Bank",20.09,19.392877,0.10045,0.534394,0.062279
"929","""Feb 23""",29,"Au Small Finance Bank",15.82,15.541568,0.270522,0.00791,0.001582
"930","""Feb 23""",30,"City Union Bank",13.11,12.921216,0.107502,0.069483,0.011799
"931","""Feb 23""",31,"Tamilnad Mercantile Bank",12.46,12.246934,0.044856,0.154504,0.01246
"932","""Feb 23""",32,"Ujjivan Small Finance Bank",11.51,11.353464,0.04604,0.085174,0.026473
"933","""Feb 23""",33,"Equitas Small Finance Bank",11.17,10.851655,0.294888,0.021223,0.002234
"934","""Feb 23""",34,"Citibank",11.09,11.053403,0,0.016635,0.019962
"935","""Feb 23""",35,"Jammu And Kashmir Bank",9.04,8.68292,0.047912,0.288376,0.020792
"936","""Feb 23""",36,"Punjab And Sind Bank",9.03,8.955954,0.020769,0.04515,0.00903
"937","""Feb 23""",37,"Kerala Gramin Bank",8.73,8.679366,0.016587,0.015714,0.019206
"938","""Feb 23""",38,"Pragathi Krishna Gramin Bank",8.39,8.28093,0.028526,0.052018,0.028526
"939","""Feb 23""",39,"Dbs Bank India Limited",8.3,8.1423,0.12367,0.02158,0.01328
"940","""Feb 23""",40,"Andhra Pradesh Grameena Vikas Bank",8.06,7.66103,0.02418,0.303862,0.070928
"941","""Feb 23""",41,"Rbl Bank",7.24,7.151672,0.081088,0.006516,0.001448
"942","""Feb 23""",42,"Maharashtra Gramin Bank",7.17,6.999354,0.073851,0.078153,0.019359
"943","""Feb 23""",43,"Esaf Small Finance Bank Ltd.",6.66,6.60339,0.011988,0.037296,0.007326
"944","""Feb 23""",44,"Rajasthan Marudhara Gramin Bank",6.66,6.215778,0.028638,0.39627,0.019314
"945","""Feb 23""",45,"Baroda Up Gramin Bank",6.22,5.907756,0.14928,0.150524,0.01244
"946","""Feb 23""",46,"Saraswat Bank",5.83,5.688331,0.016907,0.121847,0.002915
"947","""Feb 23""",47,"Andhra Pragathi Grameena Bank",5.66,5.200408,0.045846,0.402992,0.010754
"948","""Feb 23""",48,"Sarva Haryana Gramin Bank",4.75,4.39185,0.031825,0.275975,0.05035
"949","""Feb 23""",49,"Baroda Rajasthan Kshetriya Gramin Bank",4.29,3.95967,0.105105,0.20592,0.019305
"950","""Feb 23""",50,"Karnataka Vikas Grameena Bank",3.73,3.49128,0.008952,0.21261,0.017158
"951","""Mar 23""",1,"Paytm Payments Bank",1921.46,1915.311328,4.611504,1.152876,0.384292
"952","""Mar 23""",2,"Yes Bank Ltd",1590.23,1588.321724,0,0,0.477069
"953","""Mar 23""",3,"State Bank Of India",972.24,954.934128,2.041704,13.708584,1.652808
"954","""Mar 23""",4,"Icici Bank",601.02,590.562252,1.442448,6.370812,2.644488
"955","""Mar 23""",5,"Axis Bank Ltd",599.56,596.082552,1.378988,1.378988,0.719472
"956","""Mar 23""",6,"Hdfc Bank Ltd",443.88,438.819768,2.352564,1.864296,0.843372
"957","""Mar 23""",7,"Bank Of Baroda",267.27,265.880196,0.454359,0.694902,0.26727
"958","""Mar 23""",8,"Union Bank Of India",258.29,256.766089,0.439093,0.77487,0.284119
"959","""Mar 23""",9,"Canara Bank",201.82,200.952174,0,0.666006,0.20182
"960","""Mar 23""",10,"Punjab National Bank",199.08,197.805888,0.716688,0.139356,0.418068
"961","""Mar 23""",11,"Federal Bank",198.1,197.1095,0.61411,0.35658,0.01981
"962","""Mar 23""",12,"Kotak Mahindra Bank",186.19,183.062008,0.800617,1.638472,0.688903
"963","""Mar 23""",13,"Bank Of India",146.91,145.808175,0.337893,0.617022,0.14691
"964","""Mar 23""",14,"Indian Bank",114.41,112.00739,0.240261,1.327156,0.835193
"965","""Mar 23""",15,"Airtel Payments Bank",114,112.8942,0.2622,0.7182,0.1254
"966","""Mar 23""",16,"Indusind Bank",84.66,84.245166,0.177786,0.177786,0.067728
"967","""Mar 23""",17,"Central Bank Of India",71.42,70.405836,0.421378,0.307106,0.28568
"968","""Mar 23""",18,"India Post Payment Bank",66.53,64.979851,0.39918,1.091092,0.059877
"969","""Mar 23""",19,"Indian Overseas Bank",57.99,57.497085,0.295749,0.081186,0.11598
"970","""Mar 23""",20,"Idbi Bank Limited",54.35,50.366145,0.19566,3.39144,0.40219
"971","""Mar 23""",21,"Uco Bank",51.56,51.01862,0.345452,0.18046,0.015468
"972","""Mar 23""",22,"Bank Of Maharashtra",42.71,40.544603,0.098233,1.900595,0.166569
"973","""Mar 23""",23,"Idfc First Bank",40.8,39.60456,0.61608,0.51816,0.05712
"974","""Mar 23""",24,"Karnataka Bank",33.67,32.9966,0.212121,0.441077,0.020202
"975","""Mar 23""",25,"Karur Vysya Bank",26.9,26.69287,0.10491,0.07801,0.02421
"976","""Mar 23""",26,"South Indian Bank",24.73,24.593985,0.091501,0.042041,0.004946
"977","""Mar 23""",27,"Fino Payments Bank",24.05,23.393435,0.31746,0.339105,0.05772
"978","""Mar 23""",28,"Bandhan Bank",23.1,22.18524,0.08547,0.79002,0.03927
"979","""Mar 23""",29,"Au Small Finance Bank",18.01,17.766865,0.192707,0.039622,0.010806
"980","""Mar 23""",30,"City Union Bank",14.84,14.5803,0.15582,0.087556,0.016324
"981","""Mar 23""",31,"Tamilnad Mercantile Bank",14.13,14.065002,0.035325,0.024021,0.005652
"982","""Mar 23""",32,"Citibank",13.9,13.86525,0,0.0139,0.02085
"983","""Mar 23""",33,"Ujjivan Small Finance Bank",13.29,13.195641,0.041199,0.029238,0.023922
"984","""Mar 23""",34,"Equitas Small Finance Bank",12.24,11.754072,0.42228,0.05508,0.009792
"985","""Mar 23""",35,"Jammu And Kashmir Bank",10.84,10.523472,0.04878,0.246068,0.02168
"986","""Mar 23""",36,"Punjab And Sind Bank",10.28,10.186452,0.02056,0.064764,0.008224
"987","""Mar 23""",37,"Kerala Gramin Bank",9.92,9.80592,0.018848,0.070432,0.025792
"988","""Mar 23""",38,"Pragathi Krishna Gramin Bank",9.75,9.450675,0.02535,0.233025,0.04095
"989","""Mar 23""",39,"Dbs Bank India Limited",9.25,9.0798,0.12395,0.034225,0.012025
"990","""Mar 23""",40,"Andhra Pradesh Grameena Vikas Bank",9.2,8.83936,0.01012,0.32292,0.0276
"991","""Mar 23""",41,"Rbl Bank",8.54,8.43752,0.06405,0.030744,0.007686
"992","""Mar 23""",42,"Maharashtra Gramin Bank",8.42,8.004052,0.116196,0.272808,0.026944
"993","""Mar 23""",43,"Esaf Small Finance Bank Ltd.",7.54,7.481942,0.009802,0.043732,0.004524
"994","""Mar 23""",44,"Rajasthan Marudhara Gramin Bank",7.39,7.083315,0.028082,0.254955,0.023648
"995","""Mar 23""",45,"Baroda Up Gramin Bank",7.1,6.76488,0.16543,0.11928,0.0497
"996","""Mar 23""",46,"Saraswat Bank",6.45,6.423555,0.01419,0.008385,0.00387
"997","""Mar 23""",47,"Andhra Pragathi Grameena Bank",6.39,6.099255,0.045369,0.241542,0.003834
"998","""Mar 23""",48,"Cosmos Bank",5.85,5.801445,0.01521,0.0234,0.009945
"999","""Mar 23""",49,"Sarva Haryana Gramin Bank",5.36,5.23404,0.033232,0.07772,0.015008
"1000","""Mar 23""",50,"Baroda Rajasthan Kshetriya Gramin Bank",4.82,4.563576,0.120018,0.112306,0.0241
"1001","""April 23""",1,"Paytm Payments Bank",1973.67,1968.341091,4.539441,0.789468,0
"1002","""April 23""",2,"Yes Bank Ltd",1914.76,1914.377048,0.574428,0.765904,0.191476
"1003","""April 23""",3,"State Bank Of India",966.28,947.630796,2.029188,14.300944,2.222444
"1004","""April 23""",4,"Axis Bank Ltd",636.48,635.652576,0.572832,0.063648,0.190944
"1005","""April 23""",5,"Icici Bank",590.66,588.120162,1.417584,0.59066,0.472528
"1006","""April 23""",6,"Hdfc Bank Ltd",443.16,439.747668,2.2158,1.019268,0.177264
"1007","""April 23""",7,"Bank Of Baroda",269.46,268.1127,0.377244,0.431136,0.511974
"1008","""April 23""",8,"Union Bank Of India",260.41,257.910064,0.416656,1.927034,0.156246
"1009","""April 23""",9,"Punjab National Bank",203.59,201.635536,0.692206,0.794001,0.488616
"1010","""April 23""",10,"Federal Bank",202.49,201.88253,0.425229,0.101245,0.101245
"1011","""April 23""",11,"Canara Bank",202.15,200.41151,0.222365,0.60645,0.909675
"1012","""April 23""",12,"Kotak Mahindra Bank",198.71,193.662766,0.774969,3.278715,0.973679
"1013","""April 23""",13,"Bank Of India",147.23,146.125775,0.338629,0.706704,0.058892
"1014","""April 23""",14,"Indian Bank",119.18,118.202724,0.214524,0.488638,0.262196
"1015","""April 23""",15,"Airtel Payments Bank",113.09,112.219207,0.441051,0.192253,0.237489
"1016","""April 23""",16,"Indusind Bank",85.37,84.68704,0.17074,0.392702,0.119518
"1017","""April 23""",17,"Central Bank Of India",71.27,70.051283,0.413366,0.491763,0.313588
"1018","""April 23""",18,"India Post Payment Bank",67.58,62.57908,0.635252,4.230508,0.13516
"1019","""April 23""",19,"Indian Overseas Bank",57.66,56.414544,0.43245,0.772644,0.040362
"1020","""April 23""",20,"Uco Bank",52.37,51.453525,0.361353,0.403249,0.15711
"1021","""April 23""",21,"Idbi Bank Limited",51.34,50.431282,0.195092,0.69309,0.020536
"1022","""April 23""",22,"Idfc First Bank",44.42,43.318384,0.413106,0.448642,0.239868
"1023","""April 23""",23,"Bank Of Maharashtra",42.01,40.556454,0.088221,1.239295,0.12603
"1024","""April 23""",24,"Karnataka Bank",33.81,32.508315,0.233289,0.720153,0.344862
"1025","""April 23""",25,"Karur Vysya Bank",26.37,26.180136,0.110754,0.068562,0.010548
"1026","""April 23""",26,"Rbl Bank",35.25,35.126625,0.2115,0.081075,0.031725
"1027","""April 23""",27,"Fino Payments Bank",25.5,24.735,0.2142,0.50745,0.0459
"1028","""April 23""",28,"South Indian Bank",24.07,23.959278,0.04814,0.045733,0.014442
"1029","""April 23""",29,"Bandhan Bank",23.65,22.176605,0.078045,1.36224,0.03311
"1030","""April 23""",30,"Au Small Finance Bank",18.18,17.887302,0.243612,0.014544,0.034542
"1031","""April 23""",31,"City Union Bank",14.52,14.281872,0.156816,0.071148,0.010164
"1032","""April 23""",32,"Tamilnad Mercantile Bank",14.05,13.933385,0.03653,0.040745,0.040745
"1033","""April 23""",33,"Ujjivan Small Finance Bank",13.58,13.38309,0.039382,0.044814,0.112714
"1034","""April 23""",34,"Citibank",12.49,12.403819,0,0.042466,0.042466
"1035","""April 23""",35,"Equitas Small Finance Bank",11.69,11.396581,0.231462,0.04676,0.015197
"1036","""April 23""",36,"Jammu And Kashmir Bank",11.47,10.810475,0.049321,0.601028,0.009176
"1037","""April 23""",37,"Punjab And Sind Bank",10.98,9.615186,0.018666,1.32858,0.007686
"1038","""April 23""",38,"Pragathi Krishna Gramin Bank",9.78,9.621564,0.026406,0.028362,0.104646
"1039","""April 23""",39,"Kerala Gramin Bank",9.29,9.199887,0.01858,0.01858,0.052953
"1040","""April 23""",40,"Andhra Pradesh Grameena Vikas Bank",9.21,8.791866,0.083811,0.240381,0.093021
"1041","""April 23""",41,"Dbs Bank India Limited",9.13,8.927314,0.115038,0.044737,0.042911
"1042","""April 23""",42,"Cosmos Bank",8.23,8.145231,0.022221,0.036212,0.026336
"1043","""April 23""",43,"Maharashtra Gramin Bank",8.21,7.926755,0.053365,0.214281,0.014778
"1044","""April 23""",44,"Esaf Small Finance Bank Ltd.",7.27,7.200935,0.008724,0.055979,0.004362
"1045","""April 23""",45,"Baroda Up Gramin Bank",7.15,6.823245,0.163735,0.14729,0.016445
"1046","""April 23""",46,"Rajasthan Marudhara Gramin Bank",7.13,6.881876,0.022103,0.146878,0.079856
"1047","""April 23""",47,"Saraswat Bank",6.39,6.287121,0.013419,0.082431,0.00639
"1048","""April 23""",48,"Andhra Pragathi Grameena Bank",5.96,5.173876,0.020264,0.63176,0.133504
"1049","""April 23""",49,"Sarva Haryana Gramin Bank",5.53,5.335897,0.025991,0.043687,0.124425
"1050","""April 23""",50,"Baroda Rajasthan Kshetriya Gramin Bank",4.81,4.547855,0.125541,0.056277,0.080327
"1051","""May 23""",1,"Paytm Payments Bank",2122.5,2118.04275,4.245,0,0.21225
"1052","""May 23""",2,"Yes Bank Ltd",1776.21,1774.966653,0.355242,0.710484,0.177621
"1053","""May 23""",3,"State Bank Of India",1021.12,1014.584832,2.450688,3.369696,0.612672
"1054","""May 23""",4,"Axis Bank Ltd",664.41,663.74559,0.597969,0.066441,0
"1055","""May 23""",5,"Icici Bank",624.05,616.31178,3.931515,2.433795,1.37291
"1056","""May 23""",6,"Hdfc Bank Ltd",475.3,472.02043,2.70921,0.28518,0.33271
"1057","""May 23""",7,"Bank Of Baroda",278.65,276.14215,0.61303,1.699765,0.195055
"1058","""May 23""",8,"Union Bank Of India",271.63,270.380502,0.488934,0.461771,0.298793
"1059","""May 23""",9,"Federal Bank",216.25,215.709375,0.497375,0.04325,0
"1060","""May 23""",10,"Punjab National Bank",212.79,210.981285,0.787323,0.468138,0.531975
"1061","""May 23""",11,"Canara Bank",210.04,208.212652,0.399076,1.008192,0.399076
"1062","""May 23""",12,"Kotak Mahindra Bank",203.15,198.619755,0.954805,2.11276,1.46268
"1063","""May 23""",13,"Bank Of India",151.38,148.88223,0.363312,1.998216,0.136242
"1064","""May 23""",14,"Indian Bank",132.71,131.263461,0.39813,0.424672,0.637008
"1065","""May 23""",15,"Airtel Payments Bank",116.47,114.792832,0.535762,0.826937,0.302822
"1066","""May 23""",16,"Indusind Bank",93,91.9677,0.186,0.465,0.3813
"1067","""May 23""",17,"Central Bank Of India",74.5,73.2633,0.4917,0.39485,0.35015
"1068","""May 23""",18,"India Post Payment Bank",72.15,69.85563,0.34632,1.796535,0.151515
"1069","""May 23""",19,"Indian Overseas Bank",59.63,59.069478,0.363743,0.083482,0.113297
"1070","""May 23""",20,"Uco Bank",55.1,54.39472,0.37468,0.28652,0.04408
"1071","""May 23""",21,"Idbi Bank Limited",53.37,52.734897,0.224154,0.32022,0.090729
"1072","""May 23""",22,"Idfc First Bank",43.3,42.38204,0.50661,0.33341,0.07794
"1073","""May 23""",23,"Bank Of Maharashtra",42.41,41.205556,0.144194,0.93302,0.131471
"1074","""May 23""",24,"Karnataka Bank",34.08,32.87016,0.378288,0.814512,0.01704
"1075","""May 23""",25,"Rbl Bank",33.53,33.493117,0,0,0.036883
"1076","""May 23""",26,"Karur Vysya Bank",27.2,26.90352,0.11696,0.16592,0.01632
"1077","""May 23""",27,"Fino Payments Bank",27.08,26.37592,0.281632,0.403492,0.018956
"1078","""May 23""",28,"South Indian Bank",25.43,25.366425,0.053403,0.010172,0
"1079","""May 23""",29,"Bandhan Bank",24.14,23.263718,0.03621,0.704888,0.135184
"1080","""May 23""",30,"Au Small Finance Bank",19.21,18.722066,0.270861,0.145996,0.071077
"1081","""May 23""",31,"City Union Bank",15.13,14.909102,0.139196,0.066572,0.01513
"1082","""May 23""",32,"Tamilnad Mercantile Bank",14.8,14.7038,0.03404,0.05772,0.00296
"1083","""May 23""",33,"Ujjivan Small Finance Bank",14.27,14.142997,0.048518,0.058507,0.021405
"1084","""May 23""",34,"Jammu And Kashmir Bank",12.63,12.359718,0.049257,0.210921,0.010104
"1085","""May 23""",35,"Equitas Small Finance Bank",11.91,11.51697,0.366828,0.025011,0.001191
"1086","""May 23""",36,"Punjab And Sind Bank",10.91,10.198668,0.020729,0.596777,0.093826
"1087","""May 23""",37,"Kerala Gramin Bank",10.06,9.986562,0.019114,0.033198,0.022132
"1088","""May 23""",38,"Andhra Pradesh Grameena Vikas Bank",9.92,9.445824,0.052576,0.392832,0.028768
"1089","""May 23""",39,"Pragathi Krishna Gramin Bank",9.74,9.66695,0.037986,0.015584,0.01948
"1090","""May 23""",40,"Dbs Bank India Limited",9.41,9.227446,0.144914,0.02823,0.00941
"1091","""May 23""",41,"Maharashtra Gramin Bank",8.86,8.198158,0.077082,0.525398,0.059362
"1092","""May 23""",42,"Baroda Up Gramin Bank",8.3,7.16456,0.166,0.8549,0.10873
"1093","""May 23""",43,"Rajasthan Marudhara Gramin Bank",7.82,7.130276,0.150144,0.50439,0.035972
"1094","""May 23""",44,"Esaf Small Finance Bank Ltd.",7.62,7.533132,0.009906,0.067818,0.009144
"1095","""May 23""",45,"Tri O Tech Solutions Private Limited",7.04,6.416256,0.609664,0.013376,0.000704
"1096","""May 23""",46,"Saraswat Bank",6.44,6.356924,0.016744,0.045724,0.020608
"1097","""May 23""",47,"Andhra Pragathi Grameena Bank",6.13,5.502288,0.020229,0.586028,0.021455
"1098","""May 23""",48,"Sarva Haryana Gramin Bank",5.94,5.60736,0.027324,0.257796,0.04752
"1099","""May 23""",49,"Jio Payments Bank",5.24,5.208036,0.024104,0.00524,0.002096
"1100","""May 23""",50,"Baroda Rajasthan Kshetriya Gramin Bank",5.18,4.798234,0.13727,0.219632,0.024864
"1101","""Jun 23""",1,"Paytm Payments Bank",2177.68,2173.106872,4.35536,0.217768,0
"1102","""Jun 23""",2,"Yes Bank Ltd",1735.59,1734.895764,0.347118,0.347118,0
"1103","""Jun 23""",3,"State Bank Of India",1017.11,1013.651826,1.932509,1.322243,0.203422
"1104","""Jun 23""",4,"Axis Bank Ltd",644.25,642.7038,0.708675,0.5154,0.2577
"1105","""Jun 23""",5,"Icici Bank",591.75,584.1756,1.479375,4.4973,1.597725
"1106","""Jun 23""",6,"Hdfc Bank Ltd",479.17,476.342897,2.300016,0.335419,0.191668
"1107","""Jun 23""",7,"Bank Of Baroda",274.76,273.770864,0.439616,0.329712,0.219808
"1108","""Jun 23""",8,"Union Bank Of India",267.39,266.775003,0.427824,0.160434,0.053478
"1109","""Jun 23""",9,"Federal Bank",213.89,212.007768,0.491947,1.28334,0.106945
"1110","""Jun 23""",10,"Punjab National Bank",211.61,209.790154,0.825279,0.592508,0.402059
"1111","""Jun 23""",11,"Canara Bank",209.8,206.94672,0.90214,1.34272,0.60842
"1112","""Jun 23""",12,"Kotak Mahindra Bank",187.61,182.206832,0.769201,2.757867,1.8761
"1113","""Jun 23""",13,"Bank Of India",148.54,147.94584,0.356496,0.163394,0.07427
"1114","""Jun 23""",14,"Indian Bank",131.25,130.54125,0.315,0.380625,0
"1115","""Jun 23""",15,"Airtel Payments Bank",116.09,113.907508,0.475969,1.311817,0.394706
"1116","""Jun 23""",16,"Indusind Bank",94.66,93.770196,0.198786,0.4733,0.227184
"1117","""Jun 23""",17,"Central Bank Of India",73.76,70.92024,0.449936,1.792368,0.597456
"1118","""Jun 23""",18,"India Post Payment Bank",74.36,67.154516,0.40898,6.28342,0.505648
"1119","""Jun 23""",19,"Indian Overseas Bank",59.1,58.47945,0.21867,0.23049,0.1773
"1120","""Jun 23""",20,"Uco Bank",54.91,52.373158,0.38437,1.883413,0.269059
"1121","""Jun 23""",21,"Idbi Bank Limited",52.3,51.777,0.2092,0.21966,0.08891
"1122","""Jun 23""",22,"Idfc First Bank",41.95,41.31236,0.415305,0.163605,0.05873
"1123","""Jun 23""",23,"Bank Of Maharashtra",41.63,41.176233,0.099912,0.274758,0.079097
"1124","""Jun 23""",24,"Karnataka Bank",34.46,33.567486,0.351492,0.537576,0.003446
"1125","""Jun 23""",25,"Fino Payments Bank",29.84,29.335704,0.176056,0.316304,0.011936
"1126","""Jun 23""",26,"Karur Vysya Bank",26.95,26.807165,0.126665,0.01617,0
"1127","""Jun 23""",27,"South Indian Bank",24.87,24.817773,0.04974,0.002487,0
"1128","""Jun 23""",28,"Bandhan Bank",23.77,23.204274,0.114096,0.358927,0.092703
"1129","""Jun 23""",29,"Au Small Finance Bank",18.9,18.49176,0.19467,0.13419,0.07938
"1130","""Jun 23""",30,"Tamilnad Mercantile Bank",15.01,14.970974,0.025517,0.010507,0.003002
"1131","""Jun 23""",31,"City Union Bank",15.13,14.915154,0.118014,0.084728,0.012104
"1132","""Jun 23""",32,"Ujjivan Small Finance Bank",14.42,14.31185,0.044702,0.044702,0.018746
